issue_id,design_decisions,parent_id,summary,issue_type,status,priority,resolution,created,updated,resolved,comment_count,downloaded_comment_count,downloaded_human_comment_count,attachment_count
MAPREDUCE-1639,False True False,,Grouping using hashing instead of sorting,New Feature,Open,Major,,2010-03-27T13:57:57.656+0000,2013-05-02T02:29:58.744+0000,,23,23,23,0
MAPREDUCE-1608,False True False,,Allow users to do speculative execution of a task manually,New Feature,Open,Major,,2010-03-19T00:26:36.642+0000,2010-11-17T17:39:37.382+0000,,16,16,16,0
MAPREDUCE-1603,True False False,,Add a plugin class for the TaskTracker to determine available slots,New Feature,Resolved,Minor,Won't Fix,2010-03-16T22:00:00.984+0000,2014-07-23T22:11:47.764+0000,2014-07-23T22:11:47.731+0000,4,4,4,0
MAPREDUCE-1574,True False False,,"Combiners should implement a specialized ""Combiner"" interface, not the generic ""Reducer"" interface",Improvement,Open,Minor,,2010-03-08T12:49:28.056+0000,2010-03-15T04:44:55.172+0000,,2,2,2,0
MAPREDUCE-1530,True False False,,Hadoop vaidya - additional diagnostic rule,Improvement,Open,Minor,,2010-02-24T07:25:35.063+0000,2010-02-24T07:28:14.808+0000,,1,1,1,1
MAPREDUCE-1521,False True False,,Protection against incorrectly configured reduces,Improvement,Resolved,Major,Fixed,2010-02-22T17:43:55.184+0000,2014-07-29T23:35:23.959+0000,2014-07-29T23:35:23.925+0000,17,17,16,8
MAPREDUCE-1517,True False False,,streaming should support running on background,New Feature,Closed,Major,Fixed,2010-02-21T06:01:55.127+0000,2011-12-12T06:19:52.829+0000,2010-09-28T08:19:55.363+0000,20,20,18,6
MAPREDUCE-1512,False True False,,RAID could use HarFileSystem directly instead of FileSystem.get,Improvement,Closed,Minor,Fixed,2010-02-19T08:04:54.445+0000,2010-08-24T21:20:46.401+0000,2010-03-04T20:51:22.046+0000,11,11,7,2
MAPREDUCE-1501,True False False,,FileInputFormat to support multi-level/recursive directory listing,Improvement,Resolved,Major,Fixed,2010-02-17T22:55:51.570+0000,2010-09-13T06:11:10.770+0000,2010-03-09T01:57:51.973+0000,15,15,11,2
MAPREDUCE-1493,False True False,MAPREDUCE-563,Authorization for job-history pages,Sub-task,Closed,Major,Fixed,2010-02-15T07:19:33.354+0000,2010-08-24T21:20:43.180+0000,2010-03-08T09:47:06.912+0000,25,25,21,8
MAPREDUCE-1470,True False False,,Move Delegation token into Common so that we can use it for MapReduce also,Improvement,Closed,Major,Fixed,2010-02-09T06:36:02.614+0000,2010-08-24T21:20:34.115+0000,2010-02-09T08:31:02.875+0000,5,5,3,1
MAPREDUCE-1485,True True False,,CapacityScheduler should have prevent a single job taking over large parts of a cluster,Improvement,Resolved,Major,Fixed,2010-02-11T19:52:13.956+0000,2014-07-29T23:31:41.337+0000,2014-07-29T23:31:41.305+0000,2,2,2,0
MAPREDUCE-1463,False True False,,Reducer should start faster for smaller jobs,Improvement,Open,Major,,2010-02-05T22:08:23.176+0000,2010-10-08T00:41:04.056+0000,,19,19,19,3
MAPREDUCE-1462,True True True,,Enable context-specific and stateful serializers in MapReduce,New Feature,Open,Major,,2010-02-05T07:36:58.405+0000,2012-07-07T12:56:34.779+0000,,8,8,8,3
MAPREDUCE-1455,False True False,MAPREDUCE-563,Authorization for servlets,Sub-task,Closed,Major,Fixed,2010-02-04T05:39:09.882+0000,2010-08-24T21:20:29.554+0000,2010-03-02T13:52:48.297+0000,35,35,29,10
MAPREDUCE-1452,True False False,,Add a low-level MapReduce API,New Feature,Resolved,Major,Duplicate,2010-02-04T01:17:43.033+0000,2011-01-12T20:58:38.803+0000,2010-02-04T01:38:23.790+0000,1,1,1,0
MAPREDUCE-1434,True True False,,Dynamic add input for one job,New Feature,Open,Major,,2010-02-01T06:19:54.409+0000,2011-01-20T03:25:43.756+0000,,12,12,12,1
MAPREDUCE-1404,True False False,,Cluster-Setup and Single-Node-Setup Docs ,Task,Closed,Blocker,Fixed,2010-01-23T02:01:00.864+0000,2010-08-24T21:20:11.161+0000,2010-06-04T16:59:14.812+0000,11,11,10,2
MAPREDUCE-1398,True True False,,TaskLauncher remains stuck on tasks waiting for free nodes even if task is killed.,Bug,Closed,Major,Fixed,2010-01-22T17:09:09.129+0000,2010-08-24T21:20:08.263+0000,2010-02-16T10:53:17.377+0000,12,12,9,5
MAPREDUCE-1383,True False False,,Allow storage and caching of delegation token.,New Feature,Closed,Major,Fixed,2010-01-15T23:41:23.480+0000,2010-08-24T21:20:04.789+0000,2010-01-29T19:56:17.720+0000,24,24,19,12
MAPREDUCE-1367,False True False,,LocalJobRunner should support parallel mapper execution,Improvement,Closed,Major,Fixed,2010-01-08T23:34:46.404+0000,2013-07-04T10:50:41.791+0000,2010-01-30T01:24:04.154+0000,28,28,20,8
MAPREDUCE-1380,True True True,,Adaptive Scheduler,New Feature,Open,Minor,,2010-01-15T09:25:55.823+0000,2017-01-07T01:59:50.124+0000,,42,42,39,4
MAPREDUCE-1376,True False False,,Support for varied user submission in Gridmix,Improvement,Closed,Major,Fixed,2010-01-15T02:23:42.643+0000,2011-12-12T06:18:44.008+0000,2010-07-14T09:24:37.542+0000,24,24,20,10
MAPREDUCE-1360,True True False,,Record skipping should work with more serializations,Improvement,Open,Major,,2010-01-06T21:36:53.373+0000,2011-02-26T06:45:22.461+0000,,1,1,1,0
MAPREDUCE-1354,False True False,,Incremental enhancements to the JobTracker for better scalability,Improvement,Closed,Critical,Fixed,2010-01-05T01:51:36.933+0000,2011-12-12T06:19:56.723+0000,2010-05-21T18:24:05.169+0000,37,37,34,10
MAPREDUCE-1349,True False False,,Create jira component - contrib/index ,Task,Resolved,Major,Fixed,2009-12-31T20:12:07.383+0000,2010-01-01T00:43:58.436+0000,2010-01-01T00:43:58.438+0000,1,1,1,0
MAPREDUCE-1338,True True False,,need security keys storage solution,New Feature,Closed,Major,Fixed,2009-10-20T19:55:32.586+0000,2010-08-24T21:19:53.287+0000,2010-01-21T21:32:59.430+0000,30,30,23,11
MAPREDUCE-1306,True True False,,[MUMAK] Randomize the arrival of heartbeat responses,Improvement,Closed,Major,Fixed,2009-12-16T23:38:57.701+0000,2010-08-24T21:19:42.166+0000,2010-03-11T02:38:45.664+0000,18,18,13,3
MAPREDUCE-1320,True False False,,StringBuffer -> StringBuilder occurence ,Improvement,Open,Major,,2009-12-22T00:23:00.331+0000,2011-01-13T02:27:50.394+0000,,9,9,5,2
MAPREDUCE-1317,False True False,,Reducing memory consumption of rumen objects,Improvement,Closed,Major,Fixed,2009-12-18T11:29:07.131+0000,2010-08-24T21:19:47.339+0000,2010-01-08T07:28:43.309+0000,22,22,16,6
MAPREDUCE-1309,True False False,,"I want to change the rumen job trace generator to use a more modular internal structure, to allow for more input log formats ",Improvement,Closed,Major,Fixed,2009-12-17T23:25:22.710+0000,2013-05-02T02:29:28.209+0000,2010-02-18T18:43:49.784+0000,57,57,38,19
MAPREDUCE-1302,False True False,,TrackerDistributedCacheManager can delete file asynchronously,Improvement,Closed,Major,Fixed,2009-12-16T07:37:39.227+0000,2010-08-24T21:19:39.803+0000,2010-01-12T19:52:34.199+0000,35,35,26,8
MAPREDUCE-1270,True False True,,Hadoop C++ Extention,Improvement,Resolved,Major,Duplicate,2009-12-07T08:09:23.427+0000,2016-04-13T16:00:49.930+0000,2015-11-06T01:46:55.773+0000,32,32,32,5
MAPREDUCE-1261,True True False,,Enhance mumak to implement a 'stress-test' for the JobTracker,Improvement,Resolved,Major,Won't Fix,2009-12-03T06:39:50.707+0000,2014-07-29T20:58:50.144+0000,2014-07-29T20:58:50.111+0000,1,1,1,0
MAPREDUCE-1253,True False False,,Making Mumak work with Capacity-Scheduler,Improvement,Closed,Major,Fixed,2009-12-01T01:20:52.296+0000,2011-12-12T06:18:57.758+0000,2010-08-11T18:56:51.813+0000,7,7,7,3
MAPREDUCE-1250,True True False,,Refactor job token to use a common token interface,Improvement,Closed,Major,Fixed,2009-11-30T19:00:55.878+0000,2010-08-24T21:19:29.357+0000,2009-12-22T01:37:02.210+0000,11,11,8,4
MAPREDUCE-1247,True False False,,Send out-of-band heartbeat to avoid fake lost tasktracker,New Feature,Resolved,Major,Fixed,2009-11-30T07:14:16.586+0000,2014-07-29T20:54:21.578+0000,2014-07-29T20:54:21.552+0000,11,11,11,0
MAPREDUCE-1227,True True False,,Allow JobTracker to pause task scheduling,New Feature,Resolved,Major,Won't Fix,2009-11-20T21:12:39.882+0000,2010-03-24T20:02:37.780+0000,2010-03-24T20:02:37.783+0000,10,10,10,0
MAPREDUCE-1226,True True False,,Granularity Variable Task Pre-Scheduler in Heterogeneous Environment ,Improvement,Open,Minor,,2009-11-20T07:59:45.045+0000,2009-12-02T19:59:00.759+0000,,2,2,2,0
MAPREDUCE-1221,True True False,,Kill tasks on a node if the free physical memory on that machine falls below a configured threshold,Improvement,Closed,Major,Fixed,2009-11-19T00:48:17.047+0000,2010-08-24T21:19:19.160+0000,2010-04-21T06:18:41.031+0000,66,66,56,7
MAPREDUCE-1220,True True False,,Implement an in-cluster LocalJobRunner,New Feature,Closed,Major,Duplicate,2009-11-18T22:44:52.598+0000,2011-11-15T00:48:49.523+0000,2011-10-18T06:53:38.931+0000,34,34,34,15
MAPREDUCE-1211,True True False,,Online aggregation and continuous query support,New Feature,Resolved,Minor,Won't Fix,2009-11-12T17:54:04.680+0000,2016-10-21T07:44:59.279+0000,2014-07-29T20:08:10.486+0000,4,4,4,0
MAPREDUCE-1204,True False False,,Fair Scheduler preemption may preempt tasks running in slots unusable by the preempting job,Bug,Open,Major,,2009-11-10T22:40:47.355+0000,2010-12-13T23:31:51.659+0000,,3,3,3,0
MAPREDUCE-1187,True False False,,mradmin -refreshNodes should be implemented,Bug,Resolved,Major,Duplicate,2009-11-05T18:54:24.262+0000,2011-11-03T16:54:10.523+0000,2011-11-03T16:54:10.464+0000,8,8,8,0
MAPREDUCE-1183,True False False,,"Serializable job components: Mapper, Reducer, InputFormat, OutputFormat et al",Improvement,Open,Major,,2009-11-05T02:08:16.676+0000,2012-07-26T15:43:46.555+0000,,17,17,17,0
MAPREDUCE-1181,True False False,,Enforce RSS memory limit in TaskMemoryManagerThread,New Feature,Resolved,Major,Invalid,2009-11-03T18:56:20.129+0000,2013-05-02T02:29:24.241+0000,2009-11-08T09:03:44.307+0000,3,3,3,1
MAPREDUCE-1154,True False True,,"Large-scale, automated test framwork for Map-Reduce",New Feature,Resolved,Major,Duplicate,2009-10-25T06:47:11.351+0000,2010-07-27T22:45:16.808+0000,2010-07-27T22:45:16.824+0000,7,7,7,1
MAPREDUCE-1130,True False False,,Provide a way to open and read a side file using an existing InputFormat,New Feature,Open,Major,,2009-10-21T22:22:37.296+0000,2009-10-21T22:22:37.296+0000,,0,0,0,0
MAPREDUCE-1129,True True False,,Assign multiple Map and Reduce tasks in Fairscheduler,Improvement,Resolved,Major,Duplicate,2009-10-21T22:19:06.337+0000,2009-11-10T08:08:10.707+0000,2009-11-10T07:29:40.854+0000,6,6,6,0
MAPREDUCE-1126,True True True,,shuffle should use serialization to get comparator,Improvement,Resolved,Major,Won't Fix,2009-10-20T17:14:47.739+0000,2014-07-29T18:56:34.668+0000,2014-07-29T18:56:34.644+0000,77,77,74,9
MAPREDUCE-1115,True False False,,Support hierarchical pools of directories to use for intermediate MapReduce data files (for SSD drives),Improvement,Resolved,Minor,Won't Fix,2009-10-15T05:36:43.498+0000,2014-07-29T18:43:57.449+0000,2014-07-29T18:43:57.425+0000,1,1,1,0
MAPREDUCE-1069,True False False,MAPREDUCE-1036,Implement Sqoop API refactoring,Sub-task,Resolved,Major,Fixed,2009-10-06T22:27:56.269+0000,2013-05-02T02:29:24.434+0000,2009-10-29T17:21:20.953+0000,8,8,4,3
MAPREDUCE-1044,True True False,,Ability to automatically move machines from one MR compute cluster to another,Improvement,Resolved,Major,Won't Fix,2009-09-27T21:45:28.417+0000,2014-07-23T21:21:00.293+0000,2014-07-23T21:21:00.259+0000,10,10,10,1
MAPREDUCE-1036,True False False,,An API Specification for Sqoop,Task,Resolved,Major,Fixed,2009-09-24T18:18:03.901+0000,2013-05-02T02:29:26.104+0000,2009-11-03T09:35:25.715+0000,10,10,8,2
MAPREDUCE-1033,True False False,MAPREDUCE-231,Resolve location of scripts and configuration files after project split,Sub-task,Closed,Blocker,Fixed,2009-09-24T08:03:15.459+0000,2010-08-24T21:18:18.591+0000,2010-06-10T23:50:32.823+0000,12,12,7,4
MAPREDUCE-1015,True False False,,Map-Reduce interface classification,Improvement,Resolved,Major,Fixed,2009-09-21T18:31:35.725+0000,2014-07-24T00:11:36.191+0000,2014-07-24T00:11:36.167+0000,1,1,1,0
MAPREDUCE-1001,False True False,,Reducing code duplication in Mumak,Bug,Resolved,Major,Won't Fix,2009-09-18T02:27:58.610+0000,2014-07-24T00:02:09.899+0000,2014-07-24T00:02:09.868+0000,3,3,3,0
MAPREDUCE-966,False True False,,Rumen interface improvement,Improvement,Closed,Major,Fixed,2009-09-09T21:53:50.879+0000,2010-08-24T21:17:23.334+0000,2009-09-12T09:31:40.684+0000,7,7,4,2
MAPREDUCE-956,True False False,,Shuffle should be broken down to only two phases (copy/reduce) instead of three (copy/sort/reduce),Bug,Open,Major,,2009-09-05T04:42:00.088+0000,2009-12-05T01:50:55.902+0000,,6,6,6,0
MAPREDUCE-945,True False False,,Test programs support only default queue.,Bug,Closed,Major,Fixed,2009-03-19T11:00:08.916+0000,2010-08-24T21:16:26.730+0000,2009-09-08T15:14:42.745+0000,13,13,10,3
MAPREDUCE-944,True True False,,Extend FairShare scheduler to fair-share memory usage in the cluster,Improvement,Closed,Major,Fixed,2009-09-02T01:11:26.242+0000,2010-08-24T21:15:44.286+0000,2009-09-10T08:42:35.407+0000,15,15,12,2
MAPREDUCE-922,True True False,MAPREDUCE-921,Automatic configuration of number of map and reduce slots based on available resources for dealing with heterogenous clusters,Sub-task,Resolved,Major,Won't Fix,2009-08-27T15:13:31.556+0000,2014-07-23T22:12:06.584+0000,2014-07-23T22:12:06.543+0000,2,2,2,0
MAPREDUCE-921,True False False,,Map-Reduce framework should gracefully handle heterogenous clusters,Improvement,Resolved,Major,Won't Fix,2009-08-27T15:09:12.520+0000,2014-07-23T22:09:48.061+0000,2014-07-23T22:09:48.028+0000,1,1,1,0
MAPREDUCE-915,True False False,,"For secure environments, the Map/Reduce debug script must be run as the user.",Bug,Closed,Blocker,Fixed,2009-08-26T17:38:01.648+0000,2010-08-24T21:15:37.252+0000,2009-11-17T21:27:47.332+0000,21,21,18,5
MAPREDUCE-896,True False False,,Users can set non-writable permissions on temporary files for TT and can abuse disk usage.,Bug,Closed,Major,Fixed,2009-08-21T04:36:30.262+0000,2010-08-24T21:15:29.355+0000,2009-12-28T13:08:50.873+0000,50,50,45,16
MAPREDUCE-893,False True False,,Provide an ability to refresh queue configuration without restart.,Improvement,Closed,Major,Fixed,2009-08-20T09:19:27.285+0000,2010-08-24T21:15:28.295+0000,2009-09-18T21:04:07.208+0000,30,30,27,7
MAPREDUCE-885,False True False,,More efficient SQL queries for DBInputFormat,Improvement,Closed,Major,Fixed,2009-08-18T23:54:16.115+0000,2013-05-02T02:29:21.371+0000,2009-09-14T14:21:54.536+0000,20,20,13,6
MAPREDUCE-873,True True False,,Simplify Job Recovery,Improvement,Closed,Major,Fixed,2009-08-14T12:47:31.837+0000,2010-08-24T21:15:19.003+0000,2009-09-01T08:45:02.226+0000,9,9,5,3
MAPREDUCE-864,True False False,MAPREDUCE-863,Enhance JobClient API implementations to look at history files to get information about jobs that are not in memory,Sub-task,Resolved,Major,Fixed,2009-08-13T15:37:17.446+0000,2014-07-23T21:02:47.672+0000,2014-07-23T21:02:47.633+0000,5,5,5,0
MAPREDUCE-863,True True False,,Improve/standardize job history file content format and the management of the history files,Improvement,Resolved,Major,Fixed,2009-08-13T14:55:01.748+0000,2014-07-23T21:03:32.102+0000,2014-07-23T21:03:32.072+0000,1,1,1,0
MAPREDUCE-862,True False False,MAPREDUCE-853,Modify UI to support a hierarchy of queues,Sub-task,Closed,Major,Fixed,2009-08-13T11:43:43.440+0000,2010-08-24T21:15:16.686+0000,2009-09-17T11:44:06.946+0000,23,23,20,11
MAPREDUCE-861,True False False,MAPREDUCE-853,Modify queue configuration format and parsing to support a hierarchy of queues.,Sub-task,Closed,Major,Fixed,2009-08-13T11:41:20.778+0000,2010-08-24T21:15:14.467+0000,2009-09-16T04:50:35.151+0000,40,40,34,7
MAPREDUCE-860,True False False,MAPREDUCE-853,Modify Queue APIs to support a hierarchy of queues,Sub-task,Resolved,Major,Duplicate,2009-08-13T11:39:11.363+0000,2009-09-07T06:54:28.160+0000,2009-09-07T06:54:28.163+0000,4,4,4,0
MAPREDUCE-853,True False False,,Support a hierarchy of queues in the Map/Reduce framework,New Feature,Closed,Major,Fixed,2009-08-13T04:39:16.916+0000,2010-08-24T21:15:12.107+0000,2009-09-18T16:01:56.119+0000,4,4,4,0
MAPREDUCE-851,True False False,,Static job property accessors don't accept Configuration but various JobContext sub-classes,Bug,Open,Major,,2009-08-12T16:00:05.944+0000,2014-07-23T21:01:11.835+0000,,3,3,3,0
MAPREDUCE-841,True True False,,Protect Job Tracker against memory exhaustion due to very large InputSplit or JobConf objects,Improvement,Resolved,Major,Fixed,2009-08-08T02:45:19.825+0000,2014-07-23T20:24:33.271+0000,2014-07-23T20:24:33.248+0000,3,3,3,0
MAPREDUCE-830,True True False,,Providing BZip2 splitting support for Text data,Improvement,Closed,Major,Fixed,2009-08-06T19:38:52.635+0000,2010-08-24T21:15:02.597+0000,2009-09-11T03:31:00.536+0000,16,16,8,5
MAPREDUCE-824,True False False,,Support a hierarchy of queues in the capacity scheduler,New Feature,Closed,Major,Fixed,2009-08-04T13:38:29.863+0000,2011-10-18T07:01:31.574+0000,2009-08-27T07:50:07.192+0000,21,21,19,7
MAPREDUCE-802,True True False,,Simplify the job updated event notification between Jobtracker and schedulers,Improvement,Resolved,Major,Fixed,2009-07-24T10:06:33.357+0000,2014-07-23T20:27:54.318+0000,2014-07-23T20:27:54.277+0000,9,9,9,3
MAPREDUCE-797,True False False,,MRUnit MapReduceDriver should support combiners,Improvement,Closed,Major,Fixed,2009-07-23T20:29:58.309+0000,2010-08-24T21:14:55.396+0000,2009-07-30T16:35:29.990+0000,5,5,3,1
MAPREDUCE-777,True True False,,A method for finding and tracking jobs from the new API,New Feature,Closed,Major,Fixed,2009-07-21T05:59:00.577+0000,2011-10-18T07:18:23.134+0000,2009-09-18T07:05:22.798+0000,72,72,61,19
MAPREDUCE-775,True False True,,Add input/output formatters for Vertica clustered ADBMS.,New Feature,Closed,Major,Fixed,2009-07-20T23:34:25.097+0000,2010-08-24T21:14:45.994+0000,2009-09-18T18:24:58.488+0000,31,31,24,4
MAPREDUCE-739,True False False,,Allow relative paths to be created inside archives.,Improvement,Closed,Major,Fixed,2008-06-28T00:12:59.125+0000,2010-08-24T21:14:31.825+0000,2009-07-17T02:04:34.500+0000,25,25,19,8
MAPREDUCE-772,True False False,,Chaging LineRecordReader algo so that it does not need to skip backwards in the stream,Improvement,Closed,Major,Fixed,2008-08-23T00:39:13.672+0000,2010-08-24T21:14:43.910+0000,2009-07-21T05:17:32.290+0000,21,21,16,4
MAPREDUCE-771,False True False,,Setup and cleanup tasks remain in UNASSIGNED state for a long time on tasktrackers with long running high RAM tasks,Bug,Closed,Blocker,Fixed,2009-07-19T11:58:41.234+0000,2010-08-24T21:14:43.531+0000,2009-07-20T08:45:22.166+0000,11,11,10,3
MAPREDUCE-766,True False False,,"Enhance -list-blacklisted-trackers to display host name, blacklisted reason and blacklist report.",Improvement,Closed,Major,Fixed,2009-07-16T02:40:34.068+0000,2010-08-24T21:14:40.768+0000,2009-07-31T09:17:16.320+0000,19,19,17,8
MAPREDUCE-751,True False True,,Rumen: a tool to extract job characterization data from job tracker logs,New Feature,Closed,Major,Fixed,2009-07-12T04:04:24.701+0000,2011-11-24T14:34:42.497+0000,2009-08-28T00:13:34.012+0000,15,15,12,5
MAPREDUCE-750,True False False,,Extensible ConnManager factory API,Improvement,Resolved,Major,Fixed,2009-07-11T00:12:52.665+0000,2010-07-02T06:31:48.113+0000,2009-08-26T09:11:27.173+0000,16,16,12,4
MAPREDUCE-737,True True True,,High Availability support for Hadoop,New Feature,Resolved,Major,Duplicate,2009-06-30T10:05:00.030+0000,2014-07-23T18:31:14.498+0000,2014-07-23T18:31:14.462+0000,14,14,14,0
MAPREDUCE-728,True True False,,Mumak: Map-Reduce Simulator,New Feature,Closed,Major,Fixed,2009-07-07T21:45:27.529+0000,2015-10-30T10:28:33.769+0000,2009-09-25T00:26:53.545+0000,51,51,47,11
MAPREDUCE-718,True True False,,Support for per-phase speculative execution,Improvement,Open,Major,,2009-07-07T04:21:30.503+0000,2010-12-12T17:10:46.189+0000,,5,5,5,0
MAPREDUCE-711,True False False,,Move Distributed Cache from Common to Map/Reduce,Improvement,Closed,Major,Fixed,2009-07-06T18:10:25.042+0000,2010-08-24T21:14:21.708+0000,2009-08-18T11:54:11.779+0000,33,33,31,5
MAPREDUCE-710,True True False,,Sqoop should read and transmit passwords in a more secure manner,Improvement,Resolved,Major,Fixed,2009-07-06T17:35:57.446+0000,2010-07-02T06:31:46.565+0000,2009-07-15T10:45:00.665+0000,11,11,8,3
MAPREDUCE-706,True False False,,Support for FIFO pools in the fair scheduler,New Feature,Closed,Major,Fixed,2009-07-04T01:35:27.728+0000,2010-08-24T21:14:18.772+0000,2009-08-14T16:32:56.184+0000,22,22,18,8
MAPREDUCE-705,True False False,,User-configurable quote and delimiter characters for Sqoop records and record reparsing,New Feature,Resolved,Major,Fixed,2009-07-03T19:09:18.856+0000,2010-07-02T06:31:43.625+0000,2009-07-22T14:14:12.633+0000,10,10,7,3
MAPREDUCE-675,True False False,,Sqoop should allow user-defined class and package names,Improvement,Resolved,Minor,Fixed,2009-05-27T20:29:18.442+0000,2010-07-02T06:31:39.430+0000,2009-07-07T12:41:13.584+0000,7,7,4,2
MAPREDUCE-650,True False False,,Add atomic move option,New Feature,Resolved,Major,Fixed,2009-03-09T22:23:17.685+0000,2014-07-21T21:48:10.571+0000,2014-07-21T21:48:10.547+0000,10,10,10,4
MAPREDUCE-640,False True False,,Make the Reader for sampling TeraSort input multithreaded,Bug,Open,Major,,2008-12-25T09:51:29.633+0000,2009-06-22T15:10:03.652+0000,,1,1,1,1
MAPREDUCE-624,True True False,,Improve memory cache utilization in BackupStore (while supporting Mark/Reset),Bug,Open,Major,,2009-05-04T05:40:57.841+0000,2009-06-22T15:08:10.252+0000,,0,0,0,0
MAPREDUCE-618,False True False,,Need to be able to re-run specific map tasks (when -reducer NONE),Improvement,Open,Major,,2007-12-01T18:33:55.313+0000,2014-07-17T18:58:46.645+0000,,3,3,3,0
MAPREDUCE-610,True False False,,"Streaming: user produced stderr should be available while the job is still running, with no extra text inserted",Improvement,Open,Major,,2007-11-26T19:15:48.166+0000,2010-07-13T03:32:48.605+0000,,0,0,0,0
MAPREDUCE-609,True False False,,Streaming: better support for command lines or streaming command,Improvement,Open,Major,,2007-11-30T22:19:02.495+0000,2010-07-12T11:29:24.392+0000,,1,1,0,0
MAPREDUCE-608,True False False,,"Streaming should support addition output (""side-effect"")",Bug,Open,Major,,2006-08-24T21:55:14.000+0000,2009-06-22T15:06:06.700+0000,,0,0,0,0
MAPREDUCE-606,True False True,,Implement a binary input/output format for Streaming,Bug,Resolved,Major,Fixed,2008-04-10T07:22:50.225+0000,2014-07-18T05:09:24.232+0000,2014-07-18T05:09:24.168+0000,10,10,9,1
MAPREDUCE-599,True False False,,Unifying Hadoop Steaming/Hadoop Pipe,Improvement,Open,Major,,2007-05-04T21:47:39.754+0000,2010-09-22T17:46:26.048+0000,,2,2,2,0
MAPREDUCE-563,False True False,,Security features for Map/Reduce,New Feature,Resolved,Major,Fixed,2009-06-22T05:27:11.345+0000,2014-07-22T22:02:46.755+0000,2014-07-22T22:02:46.729+0000,1,1,1,0
MAPREDUCE-569,True False False,,Streaming should produce a short per-job log in a persistent location.,Improvement,Open,Major,,2006-08-24T21:50:08.000+0000,2012-01-16T09:55:22.832+0000,,0,0,0,0
MAPREDUCE-562,True True False,,A single slow (but not dead) map TaskTracker impedes MapReduce progress,Bug,Resolved,Major,Incomplete,2009-06-06T00:25:56.380+0000,2014-07-22T20:50:59.467+0000,2014-07-22T20:50:59.436+0000,13,13,13,0
MAPREDUCE-557,True False False,MAPREDUCE-556,Restructure the hadoop.dfs package,Sub-task,Closed,Minor,Fixed,2008-02-22T22:27:29.601+0000,2013-05-02T02:29:13.318+0000,2008-07-03T22:56:00.307+0000,26,26,25,9
MAPREDUCE-556,True False False,,Refactor Hadoop package structure and source tree.,Improvement,Resolved,Major,Fixed,2008-02-22T22:22:06.734+0000,2014-07-17T21:07:16.699+0000,2014-07-17T21:07:16.652+0000,3,3,3,0
MAPREDUCE-555,True False False,,Provide an option to turn off priorities in jobs,Improvement,Resolved,Minor,Fixed,2009-02-06T11:27:50.644+0000,2014-07-21T19:46:05.004+0000,2014-07-21T19:46:04.973+0000,11,11,11,0
MAPREDUCE-553,True False False,,Fair share schduler may support preemption only with a specific pool,Improvement,Open,Major,,2009-04-12T23:43:00.412+0000,2009-06-20T08:01:45.626+0000,,1,1,1,0
MAPREDUCE-551,True False False,,Add preemption to the fair scheduler,New Feature,Closed,Major,Fixed,2008-11-15T23:51:21.844+0000,2010-08-24T21:13:52.922+0000,2009-06-27T03:46:03.024+0000,66,66,60,15
MAPREDUCE-550,True False False,,Add support for scheduling jobs based on memory requirements to the Fairscheduler,New Feature,Open,Major,,2009-03-25T04:23:13.480+0000,2009-06-20T08:01:45.135+0000,,0,0,0,0
MAPREDUCE-548,True True False,,Global scheduling in the Fair Scheduler,New Feature,Closed,Major,Duplicate,2008-11-16T00:09:40.568+0000,2010-08-24T21:13:52.231+0000,2009-08-14T16:33:40.755+0000,44,44,37,10
MAPREDUCE-539,True False False,,Implement a config validator tool for the capacity scheduler,Improvement,Resolved,Major,Duplicate,2008-12-09T12:18:28.470+0000,2009-07-29T08:47:49.745+0000,2009-07-29T08:47:49.748+0000,2,2,2,1
MAPREDUCE-537,True False False,,Instrument events in the capacity scheduler for collecting metrics information,Improvement,Resolved,Major,Incomplete,2009-05-28T06:02:38.261+0000,2014-07-22T20:20:15.605+0000,2014-07-22T20:20:15.576+0000,4,4,4,1
MAPREDUCE-533,True False False,,Support task preemption in Capacity Scheduler,New Feature,Resolved,Major,Duplicate,2009-06-20T00:23:08.476+0000,2014-07-22T22:01:42.233+0000,2014-07-22T22:01:42.197+0000,2,2,2,0
MAPREDUCE-508,True True False,,dynamic heartbeat interval for the locality-aware task scheduling,Wish,Resolved,Minor,Fixed,2008-07-01T08:05:47.677+0000,2014-07-18T17:32:56.164+0000,2014-07-18T17:32:56.120+0000,4,4,4,0
MAPREDUCE-501,False True False,,Spawning tasks faster,Improvement,Resolved,Minor,Incomplete,2008-07-10T01:51:38.859+0000,2014-07-18T17:59:38.767+0000,2014-07-18T17:59:38.719+0000,6,6,6,1
MAPREDUCE-494,True False False,,Enhance the JobClient to allow users to easily query/display TaskCompletionEvents,Improvement,Open,Minor,,2008-04-29T00:49:05.149+0000,2009-06-20T07:57:27.265+0000,,1,1,1,0
MAPREDUCE-491,True True False,,RAgzip: multiple map tasks for a large gzipped file,Improvement,Open,Minor,,2008-11-13T10:00:27.361+0000,2014-07-23T19:53:27.229+0000,,19,19,13,4
MAPREDUCE-483,True False False,,Enhance 'bin/hadoop job -submit <>',Improvement,Reopened,Minor,,2006-12-08T11:20:10.000+0000,2012-01-17T03:48:51.011+0000,,9,9,8,2
